id,license_id,date,price,type,renewable
46,1,2023-01-18,5000,SUPERVISION,True
47,1,2023-01-18,100,PASS,True
48,1,2023-01-18,1000,SIM,True
49,1,2023-01-18,100,PASS,True
50,1,2023-01-18,5000,SUPERVISION,True
51,1,2023-01-18,5000,SUPERVISION,True
52,1,2023-01-18,100,PASS,True
53,1,2023-01-18,5000,SUPERVISION,True
54,1,2023-01-19,5000,SUPERVISION,True
55,1,2023-01-19,5000,SUPERVISION,False
56,1,2023-01-19,5000,SUPERVISION,False
57,1,2023-01-19,5000,SUPERVISION,False
58,1,2023-01-19,5000,SUPERVISION,False
59,1,2023-01-19,1000,SIM,False
60,1,2023-01-20,100,PASS,False
61,1,2023-01-20,5000,SUPERVISION,False
62,1,2023-01-20,5000,SUPERVISION,False
63,1,2023-01-20,1000,SIM,False
64,1,2023-01-20,5000,SUPERVISION,False
65,1,2023-01-21,5000,SUPERVISION,True
66,1,2023-01-21,5000,SUPERVISION,True
67,1,2023-01-21,5000,SUPERVISION,True
68,1,2023-01-21,1000,SIM,True
69,1,2023-01-22,5000,SUPERVISION,True
70,1,2023-01-22,1000,SIM,True
71,1,2023-01-22,1000,SIM,True
72,1,2023-01-22,5000,SUPERVISION,True
73,1,2023-01-23,100,PASS,True
74,1,2023-01-23,5000,SUPERVISION,True
75,1,2023-01-23,5000,SUPERVISION,False
76,1,2023-01-24,5000,SUPERVISION,False
77,1,2023-01-24,5000,SUPERVISION,False
78,1,2023-01-24,5000,SUPERVISION,True
79,1,2023-01-24,5000,SUPERVISION,True
80,1,2023-01-25,5000,SUPERVISION,True
81,1,2023-01-25,5000,SUPERVISION,True
82,1,2023-01-25,5000,SUPERVISION,False
83,1,2023-01-25,5000,SUPERVISION,False
84,1,2023-01-26,5000,SUPERVISION,True
85,1,2023-01-26,5000,SUPERVISION,True
86,1,2023-01-27,5000,SUPERVISION,True
87,1,2023-01-27,1000,SIM,True
88,1,2023-01-27,1000,SIM,True
89,1,2023-01-27,1000,SIM,False
90,1,2023-01-27,1000,SIM,False
91,1,2023-01-27,1000,SIM,False
92,1,2023-01-27,5000,SUPERVISION,False
93,1,2023-01-27,1000,SIM,False
94,1,2023-01-27,1000,SIM,True
95,1,2023-01-28,1000,SIM,True
96,1,2023-01-28,5000,SUPERVISION,True
97,1,2023-01-28,5000,SUPERVISION,False
98,1,2023-01-28,5000,SUPERVISION,False
99,1,2023-01-29,5000,SUPERVISION,False
100,1,2023-01-29,100,PASS,False
101,1,2023-01-30,5000,SUPERVISION,False
102,1,2023-01-30,5000,SUPERVISION,False
103,1,2023-01-30,5000,SUPERVISION,True
104,1,2023-01-31,5000,SUPERVISION,True
105,1,2023-01-31,5000,SUPERVISION,False
106,1,2023-01-31,5000,SUPERVISION,False
107,1,2023-01-31,5000,SUPERVISION,True
108,1,2023-01-31,5000,SUPERVISION,True
109,1,2023-01-31,1000,SIM,True
110,1,2023-02-01,1000,SIM,True
111,1,2023-02-01,5000,SUPERVISION,True
112,1,2023-02-01,5000,SUPERVISION,True
113,1,2023-02-01,5000,SUPERVISION,False
114,1,2023-02-01,5000,SUPERVISION,False
115,1,2023-02-01,1000,SIM,False
116,1,2023-02-01,1000,SIM,True
117,1,2023-02-01,1000,SIM,True
118,1,2023-02-02,100,PASS,True
119,1,2023-02-02,5000,SUPERVISION,True
120,1,2023-02-02,100,PASS,True
121,1,2023-02-02,1000,SIM,True
122,1,2023-02-02,100,PASS,True
123,1,2023-02-02,5000,SUPERVISION,True
124,1,2023-02-02,5000,SUPERVISION,True
125,1,2023-02-02,100,PASS,True
126,1,2023-02-02,5000,SUPERVISION,True
127,1,2023-02-03,5000,SUPERVISION,True
128,1,2023-02-03,1000,SIM,True
129,1,2023-02-04,1000,SIM,True
130,1,2023-02-04,100,PASS,True
131,1,2023-02-04,100,PASS,True
132,1,2023-02-04,5000,SUPERVISION,True
133,1,2023-02-05,1000,SIM,True
134,1,2023-02-05,5000,SUPERVISION,True
135,1,2023-02-05,5000,SUPERVISION,True
136,1,2023-02-05,5000,SUPERVISION,True
137,1,2023-02-05,5000,SUPERVISION,False
138,1,2023-02-05,5000,SUPERVISION,False
139,1,2023-02-06,100,PASS,False
140,1,2023-02-06,5000,SUPERVISION,False
141,1,2023-02-07,1000,SIM,False
142,1,2023-02-07,100,PASS,False
143,1,2023-02-07,1000,SIM,False
144,1,2023-02-07,5000,SUPERVISION,False
145,1,2023-02-07,5000,SUPERVISION,True
146,1,2023-02-07,5000,SUPERVISION,True
147,1,2023-02-08,5000,SUPERVISION,False
148,1,2023-02-08,5000,SUPERVISION,False
149,1,2023-02-08,5000,SUPERVISION,False
150,1,2023-02-08,100,PASS,False
151,1,2023-02-09,5000,SUPERVISION,False
152,1,2023-02-09,5000,SUPERVISION,True
153,1,2023-02-09,5000,SUPERVISION,True
154,1,2023-02-09,100,PASS,True
155,1,2023-02-09,5000,SUPERVISION,True
156,1,2023-02-10,100,PASS,True
157,1,2023-02-10,100,PASS,True
158,1,2023-02-11,5000,SUPERVISION,True
159,1,2023-02-11,5000,SUPERVISION,True
160,1,2023-02-12,1000,SIM,True
161,1,2023-02-12,5000,SUPERVISION,True
162,1,2023-02-12,1000,SIM,True
163,1,2023-02-13,1000,SIM,True
164,1,2023-02-14,5000,SUPERVISION,True
165,1,2023-02-14,1000,SIM,True
166,1,2023-02-15,1000,SIM,False
167,1,2023-02-15,1000,SIM,False
168,1,2023-02-15,100,PASS,False
169,1,2023-02-15,1000,SIM,False
170,1,2023-02-16,100,PASS,False
171,1,2023-02-16,5000,SUPERVISION,False
172,1,2023-02-16,5000,SUPERVISION,False
173,1,2023-02-16,1000,SIM,False
174,1,2023-02-16,1000,SIM,False
175,1,2023-02-16,1000,SIM,False
176,1,2023-02-17,1000,SIM,False
177,1,2023-02-17,100,PASS,False
178,1,2023-02-18,100,PASS,True
179,1,2023-02-18,100,PASS,True
180,1,2023-02-18,5000,SUPERVISION,True
181,1,2023-02-18,5000,SUPERVISION,True
182,1,2023-02-18,5000,SUPERVISION,False
183,1,2023-02-19,5000,SUPERVISION,False
184,1,2023-02-19,5000,SUPERVISION,False
185,1,2023-02-19,5000,SUPERVISION,True
186,1,2023-02-19,5000,SUPERVISION,True
187,1,2023-02-19,5000,SUPERVISION,True
188,1,2023-02-19,5000,SUPERVISION,True
189,1,2023-02-19,5000,SUPERVISION,True
190,1,2023-02-20,100,PASS,True
191,1,2023-02-20,5000,SUPERVISION,True
192,1,2023-02-20,5000,SUPERVISION,True
193,1,2023-02-20,1000,SIM,True
194,1,2023-02-20,1000,SIM,True
195,1,2023-02-20,1000,SIM,False
196,1,2023-02-21,1000,SIM,False
197,1,2023-02-21,1000,SIM,True
198,1,2023-02-21,1000,SIM,True
199,1,2023-02-21,100,PASS,True
200,1,2023-02-21,5000,SUPERVISION,True
201,1,2023-02-21,5000,SUPERVISION,False
202,1,2023-02-22,5000,SUPERVISION,False
203,1,2023-02-22,5000,SUPERVISION,False
204,1,2023-02-22,5000,SUPERVISION,False
205,1,2023-02-22,100,PASS,False
206,1,2023-02-23,5000,SUPERVISION,False
207,1,2023-02-23,1000,SIM,False
208,1,2023-02-23,100,PASS,False
209,1,2023-02-23,100,PASS,False
210,1,2023-02-23,5000,SUPERVISION,False
211,1,2023-02-23,100,PASS,False
212,1,2023-02-23,5000,SUPERVISION,False
213,1,2023-02-23,5000,SUPERVISION,True
214,1,2023-02-23,5000,SUPERVISION,True
215,1,2023-02-24,5000,SUPERVISION,True
216,1,2023-02-24,5000,SUPERVISION,True
217,1,2023-02-24,100,PASS,True
218,1,2023-02-24,100,PASS,True
219,1,2023-02-25,5000,SUPERVISION,True
220,1,2023-02-25,5000,SUPERVISION,True
221,1,2023-02-25,5000,SUPERVISION,False
222,1,2023-02-25,5000,SUPERVISION,False
223,1,2023-02-25,5000,SUPERVISION,False
224,1,2023-02-26,5000,SUPERVISION,False
225,1,2023-02-26,1000,SIM,False
226,1,2023-02-26,1000,SIM,False
227,1,2023-02-26,100,PASS,False
228,1,2023-02-26,1000,SIM,False
229,1,2023-02-27,1000,SIM,False
230,1,2023-02-27,5000,SUPERVISION,False
231,1,2023-02-27,5000,SUPERVISION,False
232,1,2023-02-27,1000,SIM,False
233,1,2023-02-27,100,PASS,False
234,1,2023-02-27,5000,SUPERVISION,False
235,1,2023-02-27,5000,SUPERVISION,False
236,1,2023-02-27,100,PASS,False
237,1,2023-02-27,5000,SUPERVISION,False
238,1,2023-02-28,5000,SUPERVISION,False
239,1,2023-02-28,1000,SIM,False
240,1,2023-02-28,5000,SUPERVISION,False
241,1,2023-02-28,5000,SUPERVISION,True
242,1,2023-02-28,5000,SUPERVISION,True
243,1,2023-02-28,1000,SIM,True
244,1,2023-02-28,100,PASS,True
245,1,2023-03-01,100,PASS,True
246,1,2023-03-01,5000,SUPERVISION,True
247,1,2023-03-01,5000,SUPERVISION,True
248,1,2023-03-01,5000,SUPERVISION,False
249,1,2023-03-02,5000,SUPERVISION,False
250,1,2023-03-02,5000,SUPERVISION,True
251,1,2023-03-02,5000,SUPERVISION,True
252,1,2023-03-02,5000,SUPERVISION,True
253,1,2023-03-02,5000,SUPERVISION,False
254,1,2023-03-03,5000,SUPERVISION,False
255,1,2023-03-03,1000,SIM,False
256,1,2023-03-03,5000,SUPERVISION,False
257,1,2023-03-04,5000,SUPERVISION,True
258,1,2023-03-04,5000,SUPERVISION,True
259,1,2023-03-04,5000,SUPERVISION,True
260,1,2023-03-04,5000,SUPERVISION,False
261,1,2023-03-04,5000,SUPERVISION,False
262,1,2023-03-05,5000,SUPERVISION,True
263,1,2023-03-05,5000,SUPERVISION,True
264,1,2023-03-05,5000,SUPERVISION,False
265,1,2023-03-05,5000,SUPERVISION,False
266,1,2023-03-05,5000,SUPERVISION,False
267,1,2023-03-05,5000,SUPERVISION,False
268,1,2023-03-06,5000,SUPERVISION,True
269,1,2023-03-06,5000,SUPERVISION,True
270,1,2023-03-06,5000,SUPERVISION,True
271,1,2023-03-07,5000,SUPERVISION,True
272,1,2023-03-07,5000,SUPERVISION,True
273,1,2023-03-07,1000,SIM,True
274,1,2023-03-07,5000,SUPERVISION,True
275,1,2023-03-07,5000,SUPERVISION,True
276,1,2023-03-07,5000,SUPERVISION,False
277,1,2023-03-07,5000,SUPERVISION,False
278,1,2023-03-08,5000,SUPERVISION,False
279,1,2023-03-08,1000,SIM,False
280,1,2023-03-08,100,PASS,False
281,1,2023-03-08,5000,SUPERVISION,False
282,1,2023-03-08,5000,SUPERVISION,False
283,1,2023-03-08,5000,SUPERVISION,False
284,1,2023-03-09,5000,SUPERVISION,False
285,1,2023-03-09,5000,SUPERVISION,False
286,1,2023-03-09,1000,SIM,False
287,1,2023-03-09,1000,SIM,True
288,1,2023-03-09,1000,SIM,True
289,1,2023-03-09,1000,SIM,True
290,1,2023-03-09,100,PASS,True
291,1,2023-03-10,5000,SUPERVISION,True
292,1,2023-03-10,1000,SIM,True
293,1,2023-03-10,1000,SIM,True
294,1,2023-03-10,100,PASS,True
295,1,2023-03-10,5000,SUPERVISION,True
296,1,2023-03-11,5000,SUPERVISION,True
297,1,2023-03-11,1000,SIM,True
298,1,2023-03-11,1000,SIM,True
299,1,2023-03-11,5000,SUPERVISION,True
300,1,2023-03-11,5000,SUPERVISION,True
301,1,2023-03-11,5000,SUPERVISION,True
302,1,2023-03-11,1000,SIM,True
303,1,2023-03-11,1000,SIM,False
304,1,2023-03-12,1000,SIM,False
305,1,2023-03-12,1000,SIM,False
306,1,2023-03-12,100,PASS,False
307,1,2023-03-12,5000,SUPERVISION,False
308,1,2023-03-12,5000,SUPERVISION,False
309,1,2023-03-13,5000,SUPERVISION,False
310,1,2023-03-13,5000,SUPERVISION,True
311,1,2023-03-13,5000,SUPERVISION,True
312,1,2023-03-13,5000,SUPERVISION,True
313,1,2023-03-13,5000,SUPERVISION,True
314,1,2023-03-14,5000,SUPERVISION,True
315,1,2023-03-14,1000,SIM,True
316,1,2023-03-14,5000,SUPERVISION,True
317,1,2023-03-14,1000,SIM,True
318,1,2023-03-14,1000,SIM,False
319,1,2023-03-14,1000,SIM,False
320,1,2023-03-15,5000,SUPERVISION,False
321,1,2023-03-15,5000,SUPERVISION,False
322,1,2023-03-15,5000,SUPERVISION,True
323,1,2023-03-15,5000,SUPERVISION,True
324,1,2023-03-15,5000,SUPERVISION,True
325,1,2023-03-16,1000,SIM,True
326,1,2023-03-16,100,PASS,True
327,1,2023-03-16,100,PASS,True
328,1,2023-03-16,1000,SIM,True
329,1,2023-03-16,1000,SIM,True
330,1,2023-03-17,100,PASS,True
331,1,2023-03-17,100,PASS,False
332,1,2023-03-17,100,PASS,False
333,1,2023-03-17,5000,SUPERVISION,False
334,1,2023-03-17,1000,SIM,False
335,1,2023-03-17,5000,SUPERVISION,False
336,1,2023-03-18,5000,SUPERVISION,True
337,1,2023-03-18,5000,SUPERVISION,True
338,1,2023-03-18,100,PASS,True
339,1,2023-03-19,100,PASS,True
340,1,2023-03-19,5000,SUPERVISION,True
341,1,2023-03-19,5000,SUPERVISION,True
342,1,2023-03-19,5000,SUPERVISION,True
343,1,2023-03-19,5000,SUPERVISION,True
344,1,2023-03-20,1000,SIM,True
345,1,2023-03-20,100,PASS,True
346,1,2023-03-20,5000,SUPERVISION,True
347,1,2023-03-20,1000,SIM,True
348,1,2023-03-21,1000,SIM,True
349,1,2023-03-21,5000,SUPERVISION,True
350,1,2023-03-21,5000,SUPERVISION,True
351,1,2023-03-21,1000,SIM,True
352,1,2023-03-22,1000,SIM,True
353,1,2023-03-22,5000,SUPERVISION,True
354,1,2023-03-22,5000,SUPERVISION,True
355,1,2023-03-22,5000,SUPERVISION,True
356,1,2023-03-23,5000,SUPERVISION,True
357,1,2023-03-23,1000,SIM,True
358,1,2023-03-24,1000,SIM,True
359,1,2023-03-24,100,PASS,True
360,1,2023-03-24,5000,SUPERVISION,True
361,1,2023-03-24,100,PASS,True
362,1,2023-03-24,100,PASS,True
363,1,2023-03-24,1000,SIM,True
364,1,2023-03-25,1000,SIM,True
365,1,2023-03-25,5000,SUPERVISION,True
366,1,2023-03-25,5000,SUPERVISION,True
367,1,2023-03-25,5000,SUPERVISION,False
368,1,2023-03-26,5000,SUPERVISION,False
369,1,2023-03-26,100,PASS,False
370,1,2023-03-26,100,PASS,True
371,1,2023-03-26,100,PASS,True
372,1,2023-03-26,5000,SUPERVISION,True
373,1,2023-03-26,5000,SUPERVISION,False
374,1,2023-03-26,5000,SUPERVISION,False
375,1,2023-03-27,5000,SUPERVISION,False
376,1,2023-03-27,1000,SIM,False
377,1,2023-03-27,5000,SUPERVISION,False
378,1,2023-03-27,5000,SUPERVISION,False
379,1,2023-03-27,5000,SUPERVISION,False
380,1,2023-03-27,5000,SUPERVISION,False
381,1,2023-03-28,5000,SUPERVISION,False
382,1,2023-03-28,5000,SUPERVISION,True
383,1,2023-03-28,5000,SUPERVISION,True
384,1,2023-03-28,5000,SUPERVISION,True
385,1,2023-03-28,1000,SIM,True
386,1,2023-03-29,1000,SIM,True
387,1,2023-03-29,1000,SIM,False
388,1,2023-03-29,1000,SIM,False
389,1,2023-03-29,1000,SIM,False
390,1,2023-03-29,100,PASS,False
391,1,2023-03-29,5000,SUPERVISION,False
392,1,2023-03-29,100,PASS,False
393,1,2023-03-30,100,PASS,True
394,1,2023-03-30,100,PASS,True
395,1,2023-03-30,5000,SUPERVISION,True
396,1,2023-03-30,5000,SUPERVISION,True
397,1,2023-03-30,5000,SUPERVISION,True
398,1,2023-03-31,1000,SIM,True
399,1,2023-03-31,1000,SIM,True
400,1,2023-03-31,1000,SIM,True
401,1,2023-03-31,5000,SUPERVISION,True
402,1,2023-03-31,5000,SUPERVISION,False
403,1,2023-03-31,5000,SUPERVISION,False
404,1,2023-03-31,5000,SUPERVISION,True
405,1,2023-03-31,5000,SUPERVISION,True
406,1,2023-04-01,5000,SUPERVISION,True
407,1,2023-04-01,100,PASS,True
408,1,2023-04-01,100,PASS,True
409,1,2023-04-01,5000,SUPERVISION,True
410,1,2023-04-01,5000,SUPERVISION,True
411,1,2023-04-01,5000,SUPERVISION,True
412,1,2023-04-02,5000,SUPERVISION,True
413,1,2023-04-02,1000,SIM,True
414,1,2023-04-02,1000,SIM,True
415,1,2023-04-03,1000,SIM,True
416,1,2023-04-03,5000,SUPERVISION,True
417,1,2023-04-03,5000,SUPERVISION,True
418,1,2023-04-03,5000,SUPERVISION,True
419,1,2023-04-03,5000,SUPERVISION,True
420,1,2023-04-03,5000,SUPERVISION,True
421,1,2023-04-03,5000,SUPERVISION,True
422,1,2023-04-04,5000,SUPERVISION,True
423,1,2023-04-04,5000,SUPERVISION,False
424,1,2023-04-04,5000,SUPERVISION,False
425,1,2023-04-04,1000,SIM,False
426,1,2023-04-04,100,PASS,False
427,1,2023-04-04,5000,SUPERVISION,False
428,1,2023-04-04,5000,SUPERVISION,False
429,1,2023-04-04,5000,SUPERVISION,False
430,1,2023-04-04,100,PASS,False
431,1,2023-04-05,5000,SUPERVISION,False
432,1,2023-04-05,100,PASS,False
433,1,2023-04-05,1000,SIM,False
434,1,2023-04-05,100,PASS,False
435,1,2023-04-05,5000,SUPERVISION,False
436,1,2023-04-05,5000,SUPERVISION,False
437,1,2023-04-05,5000,SUPERVISION,False
438,1,2023-04-05,5000,SUPERVISION,False
439,1,2023-04-05,1000,SIM,False
440,1,2023-04-06,100,PASS,False
441,1,2023-04-06,5000,SUPERVISION,False
442,1,2023-04-06,5000,SUPERVISION,False
443,1,2023-04-06,1000,SIM,False
444,1,2023-04-06,1000,SIM,False
445,1,2023-04-07,5000,SUPERVISION,False
446,1,2023-04-07,5000,SUPERVISION,False
447,1,2023-04-07,5000,SUPERVISION,False
448,1,2023-04-07,1000,SIM,False
449,1,2023-04-07,100,PASS,False
450,1,2023-04-08,5000,SUPERVISION,False
451,1,2023-04-08,5000,SUPERVISION,True
452,1,2023-04-08,5000,SUPERVISION,True
453,1,2023-04-08,5000,SUPERVISION,True
454,1,2023-04-08,1000,SIM,True
455,1,2023-04-08,100,PASS,True
456,1,2023-04-09,100,PASS,False
457,1,2023-04-10,100,PASS,False
458,1,2023-04-10,100,PASS,False
459,1,2023-04-10,100,PASS,False
460,1,2023-04-10,5000,SUPERVISION,False
461,1,2023-04-10,5000,SUPERVISION,False
462,1,2023-04-10,5000,SUPERVISION,False
463,1,2023-04-11,5000,SUPERVISION,False
464,1,2023-04-11,5000,SUPERVISION,False
465,1,2023-04-11,1000,SIM,False
466,1,2023-04-12,100,PASS,False
467,1,2023-04-12,5000,SUPERVISION,False
468,1,2023-04-12,5000,SUPERVISION,False
469,1,2023-04-12,100,PASS,False
470,1,2023-04-12,5000,SUPERVISION,False
471,1,2023-04-13,5000,SUPERVISION,False
472,1,2023-04-13,5000,SUPERVISION,False
473,1,2023-04-13,5000,SUPERVISION,True
474,1,2023-04-13,5000,SUPERVISION,True
475,1,2023-04-13,100,PASS,True
476,1,2023-04-14,100,PASS,False
477,1,2023-04-14,100,PASS,False
478,1,2023-04-14,5000,SUPERVISION,False
479,1,2023-04-15,5000,SUPERVISION,False
480,1,2023-04-16,100,PASS,False
481,1,2023-04-16,5000,SUPERVISION,False
482,1,2023-04-16,1000,SIM,False
483,1,2023-04-17,1000,SIM,True
484,1,2023-04-17,1000,SIM,True
485,1,2023-04-17,5000,SUPERVISION,True
486,1,2023-04-17,100,PASS,True
487,1,2023-04-17,100,PASS,True
488,1,2023-04-18,5000,SUPERVISION,True
489,1,2023-04-18,5000,SUPERVISION,False
490,1,2023-04-18,5000,SUPERVISION,False
491,1,2023-04-18,100,PASS,False
492,1,2023-04-18,1000,SIM,False
493,1,2023-04-18,5000,SUPERVISION,False
494,1,2023-04-18,5000,SUPERVISION,False
495,1,2023-04-19,1000,SIM,False
496,1,2023-04-19,100,PASS,False
497,1,2023-04-19,1000,SIM,False
498,1,2023-04-19,1000,SIM,False
499,1,2023-04-19,5000,SUPERVISION,False
500,1,2023-04-19,1000,SIM,False
501,1,2023-04-19,1000,SIM,True
502,1,2023-04-20,1000,SIM,True
503,1,2023-04-20,100,PASS,True
504,1,2023-04-20,5000,SUPERVISION,True
505,1,2023-04-20,5000,SUPERVISION,True
506,1,2023-04-20,5000,SUPERVISION,True
507,1,2023-04-20,5000,SUPERVISION,True
508,1,2023-04-20,1000,SIM,True
509,1,2023-04-21,1000,SIM,True
510,1,2023-04-21,5000,SUPERVISION,True
511,1,2023-04-21,5000,SUPERVISION,True
512,1,2023-04-21,1000,SIM,True
513,1,2023-04-22,100,PASS,True
514,1,2023-04-22,100,PASS,False
515,1,2023-04-22,100,PASS,False
516,1,2023-04-22,5000,SUPERVISION,False
517,1,2023-04-22,1000,SIM,False
518,1,2023-04-23,1000,SIM,False
519,1,2023-04-23,1000,SIM,False
520,1,2023-04-23,1000,SIM,False
521,1,2023-04-23,1000,SIM,False
522,1,2023-04-23,5000,SUPERVISION,False
523,1,2023-04-23,5000,SUPERVISION,False
524,1,2023-04-24,1000,SIM,False
525,1,2023-04-24,5000,SUPERVISION,False
526,1,2023-04-24,1000,SIM,False
527,1,2023-04-24,1000,SIM,False
528,1,2023-04-24,1000,SIM,False
529,1,2023-04-25,5000,SUPERVISION,False
530,1,2023-04-25,5000,SUPERVISION,True
531,1,2023-04-25,5000,SUPERVISION,True
532,1,2023-04-25,5000,SUPERVISION,True
533,1,2023-04-25,5000,SUPERVISION,True
534,1,2023-04-25,5000,SUPERVISION,False
535,1,2023-04-25,5000,SUPERVISION,False
536,1,2023-04-26,100,PASS,False
537,1,2023-04-26,5000,SUPERVISION,False
538,1,2023-04-26,1000,SIM,False
539,1,2023-04-26,5000,SUPERVISION,False
540,1,2023-04-26,5000,SUPERVISION,True
541,1,2023-04-26,5000,SUPERVISION,True
542,1,2023-04-26,5000,SUPERVISION,True
543,1,2023-04-26,100,PASS,True
544,1,2023-04-26,100,PASS,False
545,1,2023-04-27,100,PASS,False
546,1,2023-04-27,5000,SUPERVISION,False
547,1,2023-04-27,5000,SUPERVISION,False
548,1,2023-04-27,5000,SUPERVISION,True
549,1,2023-04-27,5000,SUPERVISION,True
550,1,2023-04-27,5000,SUPERVISION,True
551,1,2023-04-27,5000,SUPERVISION,True
552,1,2023-04-27,100,PASS,True
553,1,2023-04-28,100,PASS,False
554,1,2023-04-28,100,PASS,False
555,1,2023-04-28,100,PASS,False
556,1,2023-04-28,5000,SUPERVISION,False
557,1,2023-04-28,5000,SUPERVISION,False
558,1,2023-04-28,1000,SIM,False
559,1,2023-04-29,5000,SUPERVISION,False
560,1,2023-04-29,5000,SUPERVISION,True
561,1,2023-04-29,5000,SUPERVISION,True
562,1,2023-04-29,5000,SUPERVISION,False
563,1,2023-04-30,5000,SUPERVISION,False
564,1,2023-04-30,5000,SUPERVISION,True
565,1,2023-04-30,5000,SUPERVISION,True
566,1,2023-04-30,100,PASS,True
567,1,2023-04-30,100,PASS,True
568,1,2023-05-01,1000,SIM,True
569,1,2023-05-01,100,PASS,True
570,1,2023-05-01,5000,SUPERVISION,True
571,1,2023-05-01,100,PASS,True
572,1,2023-05-01,100,PASS,False
573,1,2023-05-01,100,PASS,False
574,1,2023-05-01,5000,SUPERVISION,False
575,1,2023-05-02,1000,SIM,False
576,1,2023-05-02,100,PASS,False
577,1,2023-05-02,100,PASS,True
578,1,2023-05-02,100,PASS,True
579,1,2023-05-02,100,PASS,False
580,1,2023-05-02,100,PASS,False
581,1,2023-05-03,100,PASS,False
582,1,2023-05-03,5000,SUPERVISION,False
583,1,2023-05-03,5000,SUPERVISION,False
584,1,2023-05-03,100,PASS,False
585,1,2023-05-04,5000,SUPERVISION,False
586,1,2023-05-04,5000,SUPERVISION,True
587,1,2023-05-05,5000,SUPERVISION,True
588,1,2023-05-06,1000,SIM,True
589,1,2023-05-06,1000,SIM,True
590,1,2023-05-07,1000,SIM,True
591,1,2023-05-07,100,PASS,True
592,1,2023-05-07,100,PASS,False
593,1,2023-05-07,100,PASS,False
594,1,2023-05-07,5000,SUPERVISION,False
595,1,2023-05-07,5000,SUPERVISION,True
596,1,2023-05-08,5000,SUPERVISION,True
597,1,2023-05-08,5000,SUPERVISION,True
598,1,2023-05-08,5000,SUPERVISION,True
599,1,2023-05-08,5000,SUPERVISION,False
600,1,2023-05-08,5000,SUPERVISION,False
601,1,2023-05-08,5000,SUPERVISION,False
602,1,2023-05-09,5000,SUPERVISION,False
603,1,2023-05-09,1000,SIM,False
604,1,2023-05-09,1000,SIM,True
605,1,2023-05-10,1000,SIM,True
606,1,2023-05-10,5000,SUPERVISION,True
607,1,2023-05-10,1000,SIM,True
608,1,2023-05-10,5000,SUPERVISION,True
609,1,2023-05-10,5000,SUPERVISION,False
610,1,2023-05-11,5000,SUPERVISION,False
611,1,2023-05-11,5000,SUPERVISION,True
612,1,2023-05-11,5000,SUPERVISION,True
613,1,2023-05-11,1000,SIM,True
614,1,2023-05-11,1000,SIM,True
615,1,2023-05-11,1000,SIM,True
616,1,2023-05-12,100,PASS,True
617,1,2023-05-12,5000,SUPERVISION,True
618,1,2023-05-12,5000,SUPERVISION,True
619,1,2023-05-12,100,PASS,True
620,1,2023-05-12,5000,SUPERVISION,True
621,1,2023-05-12,5000,SUPERVISION,False
622,1,2023-05-12,5000,SUPERVISION,False
623,1,2023-05-13,5000,SUPERVISION,False
624,1,2023-05-13,5000,SUPERVISION,False
625,1,2023-05-13,5000,SUPERVISION,False
626,1,2023-05-14,5000,SUPERVISION,False
627,1,2023-05-14,100,PASS,False
628,1,2023-05-14,5000,SUPERVISION,False
629,1,2023-05-14,1000,SIM,False
630,1,2023-05-15,1000,SIM,False
631,1,2023-05-15,1000,SIM,False
632,1,2023-05-15,1000,SIM,False
