date,type,active_license_count,active_license_price,inactive_license_count,daily_active_diff,daily_price_diff,daily_inactive_diff
2023-03-03,PASS,0,0.0,2,0.0,0.0,1.0
2023-03-03,SIM,1,1000.0,0,0.0,0.0,-1.0
2023-03-03,SUPERVISION,1,5000.0,1,0.0,0.0,0.0
2023-03-04,PASS,0,0.0,2,0.0,0.0,0.0
2023-03-04,SIM,1,1000.0,0,0.0,0.0,0.0
2023-03-04,SUPERVISION,1,5000.0,1,0.0,0.0,0.0
2023-03-05,PASS,1,100.0,0,1.0,100.0,-2.0
2023-03-05,SIM,1,1000.0,1,0.0,0.0,1.0
2023-03-05,SUPERVISION,1,5000.0,1,0.0,0.0,0.0
2023-03-06,PASS,1,100.0,0,0.0,0.0,0.0
2023-03-06,SIM,1,1000.0,1,0.0,0.0,0.0
2023-03-06,SUPERVISION,2,10000.0,0,1.0,5000.0,-1.0
2023-03-07,PASS,1,100.0,1,0.0,0.0,1.0
2023-03-07,SIM,1,1000.0,0,0.0,0.0,-1.0
2023-03-07,SUPERVISION,1,5000.0,1,-1.0,-5000.0,1.0
2023-03-08,PASS,0,0.0,1,-1.0,-100.0,0.0
2023-03-08,SIM,1,1000.0,0,0.0,0.0,0.0
2023-03-08,SUPERVISION,2,10000.0,1,1.0,5000.0,0.0
2023-03-09,PASS,2,200.0,0,2.0,200.0,-1.0
2023-03-09,SIM,1,1000.0,0,0.0,0.0,0.0
2023-03-09,SUPERVISION,2,10000.0,1,0.0,0.0,0.0
2023-03-10,PASS,1,100.0,0,-1.0,-100.0,0.0
2023-03-10,SIM,2,2000.0,0,1.0,1000.0,0.0
2023-03-10,SUPERVISION,2,10000.0,1,0.0,0.0,0.0
2023-03-11,PASS,1,100.0,0,0.0,0.0,0.0
2023-03-11,SIM,1,1000.0,1,-1.0,-1000.0,1.0
2023-03-11,SUPERVISION,1,5000.0,2,-1.0,-5000.0,1.0
2023-03-12,PASS,2,200.0,0,1.0,100.0,0.0
2023-03-12,SIM,1,1000.0,0,0.0,0.0,-1.0
2023-03-12,SUPERVISION,1,5000.0,2,0.0,0.0,0.0
2023-03-13,PASS,2,200.0,0,0.0,0.0,0.0
2023-03-13,SIM,1,1000.0,0,0.0,0.0,0.0
2023-03-13,SUPERVISION,1,5000.0,2,0.0,0.0,0.0
2023-03-14,PASS,2,200.0,0,0.0,0.0,0.0
2023-03-14,SIM,1,1000.0,2,0.0,0.0,2.0
2023-03-14,SUPERVISION,0,0.0,1,-1.0,-5000.0,-1.0
2023-03-15,PASS,2,200.0,0,0.0,0.0,0.0
2023-03-15,SIM,1,1000.0,1,0.0,0.0,-1.0
2023-03-15,SUPERVISION,1,5000.0,1,1.0,5000.0,0.0
2023-03-16,PASS,2,200.0,0,0.0,0.0,0.0
2023-03-16,SIM,2,2000.0,1,1.0,1000.0,0.0
2023-03-16,SUPERVISION,0,0.0,1,-1.0,-5000.0,0.0
2023-03-17,PASS,2,200.0,1,0.0,0.0,1.0
2023-03-17,SIM,1,1000.0,0,-1.0,-1000.0,-1.0
2023-03-17,SUPERVISION,0,0.0,2,0.0,0.0,1.0
2023-03-18,PASS,3,300.0,0,1.0,100.0,-1.0
2023-03-18,SIM,1,1000.0,0,0.0,0.0,0.0
2023-03-18,SUPERVISION,0,0.0,2,0.0,0.0,0.0
2023-03-19,PASS,2,200.0,0,-1.0,-100.0,0.0
2023-03-19,SIM,1,1000.0,1,0.0,0.0,1.0
2023-03-19,SUPERVISION,1,5000.0,1,1.0,5000.0,-1.0
2023-03-20,PASS,2,200.0,0,0.0,0.0,0.0
2023-03-20,SIM,3,3000.0,0,2.0,2000.0,-1.0
2023-03-20,SUPERVISION,0,0.0,2,-1.0,-5000.0,1.0
2023-03-21,PASS,2,200.0,1,0.0,0.0,1.0
2023-03-21,SIM,4,4000.0,0,1.0,1000.0,0.0
2023-03-21,SUPERVISION,1,5000.0,1,1.0,5000.0,-1.0
2023-03-22,PASS,2,200.0,0,0.0,0.0,-1.0
2023-03-22,SIM,3,3000.0,0,-1.0,-1000.0,0.0
2023-03-22,SUPERVISION,3,15000.0,1,2.0,10000.0,0.0
2023-03-23,PASS,2,200.0,0,0.0,0.0,0.0
2023-03-23,SIM,4,4000.0,0,1.0,1000.0,0.0
2023-03-23,SUPERVISION,2,10000.0,1,-1.0,-5000.0,0.0
2023-03-24,PASS,1,100.0,0,-1.0,-100.0,0.0
2023-03-24,SIM,4,4000.0,0,0.0,0.0,0.0
2023-03-24,SUPERVISION,3,15000.0,1,1.0,5000.0,0.0
2023-03-25,PASS,1,100.0,0,0.0,0.0,0.0
2023-03-25,SIM,3,3000.0,0,-1.0,-1000.0,0.0
2023-03-25,SUPERVISION,3,15000.0,2,0.0,0.0,1.0
2023-03-26,PASS,1,100.0,0,0.0,0.0,0.0
2023-03-26,SIM,4,4000.0,0,1.0,1000.0,0.0
2023-03-26,SUPERVISION,2,10000.0,2,-1.0,-5000.0,0.0
2023-03-27,PASS,1,100.0,0,0.0,0.0,0.0
2023-03-27,SIM,4,4000.0,0,0.0,0.0,0.0
2023-03-27,SUPERVISION,3,15000.0,2,1.0,5000.0,0.0
2023-03-28,PASS,2,200.0,0,1.0,100.0,0.0
2023-03-28,SIM,5,5000.0,1,1.0,1000.0,1.0
2023-03-28,SUPERVISION,3,15000.0,0,0.0,0.0,-2.0
2023-03-29,PASS,2,200.0,2,0.0,0.0,2.0
2023-03-29,SIM,4,4000.0,0,-1.0,-1000.0,-1.0
2023-03-29,SUPERVISION,3,15000.0,0,0.0,0.0,0.0
2023-03-30,PASS,3,300.0,0,1.0,100.0,-2.0
2023-03-30,SIM,4,4000.0,2,0.0,0.0,2.0
2023-03-30,SUPERVISION,3,15000.0,0,0.0,0.0,0.0
2023-03-31,PASS,3,300.0,0,0.0,0.0,0.0
2023-03-31,SIM,4,4000.0,2,0.0,0.0,0.0
2023-03-31,SUPERVISION,3,15000.0,0,0.0,0.0,0.0
2023-04-01,PASS,3,300.0,0,0.0,0.0,0.0
2023-04-01,SIM,4,4000.0,1,0.0,0.0,-1.0
2023-04-01,SUPERVISION,3,15000.0,1,0.0,0.0,1.0
2023-04-02,PASS,3,300.0,0,0.0,0.0,0.0
2023-04-02,SIM,5,5000.0,1,1.0,1000.0,0.0
2023-04-02,SUPERVISION,3,15000.0,0,0.0,0.0,-1.0
2023-04-03,PASS,3,300.0,0,0.0,0.0,0.0
2023-04-03,SIM,4,4000.0,1,-1.0,-1000.0,0.0
2023-04-03,SUPERVISION,4,20000.0,0,1.0,5000.0,0.0
2023-04-04,PASS,2,200.0,1,-1.0,-100.0,1.0
2023-04-04,SIM,4,4000.0,1,0.0,0.0,0.0
2023-04-04,SUPERVISION,4,20000.0,0,0.0,0.0,0.0
2023-04-05,PASS,2,200.0,0,0.0,0.0,-1.0
2023-04-05,SIM,4,4000.0,2,0.0,0.0,1.0
2023-04-05,SUPERVISION,4,20000.0,0,0.0,0.0,0.0
2023-04-06,PASS,3,300.0,0,1.0,100.0,0.0
2023-04-06,SIM,4,4000.0,1,0.0,0.0,-1.0
2023-04-06,SUPERVISION,3,15000.0,1,-1.0,-5000.0,1.0
2023-04-07,PASS,3,300.0,1,0.0,0.0,1.0
2023-04-07,SIM,5,5000.0,0,1.0,1000.0,-1.0
2023-04-07,SUPERVISION,2,10000.0,1,-1.0,-5000.0,0.0
2023-04-08,PASS,4,400.0,0,1.0,100.0,-1.0
2023-04-08,SIM,5,5000.0,0,0.0,0.0,0.0
2023-04-08,SUPERVISION,2,10000.0,1,0.0,0.0,0.0
2023-04-09,PASS,2,200.0,1,-2.0,-200.0,1.0
2023-04-09,SIM,4,4000.0,0,-1.0,-1000.0,0.0
2023-04-09,SUPERVISION,4,20000.0,1,2.0,10000.0,0.0
2023-04-10,PASS,2,200.0,0,0.0,0.0,-1.0
2023-04-10,SIM,4,4000.0,0,0.0,0.0,0.0
2023-04-10,SUPERVISION,4,20000.0,2,0.0,0.0,1.0
2023-04-11,PASS,3,300.0,0,1.0,100.0,0.0
2023-04-11,SIM,4,4000.0,1,0.0,0.0,1.0
2023-04-11,SUPERVISION,3,15000.0,1,-1.0,-5000.0,-1.0
2023-04-12,PASS,2,200.0,1,-1.0,-100.0,1.0
2023-04-12,SIM,4,4000.0,0,0.0,0.0,-1.0
2023-04-12,SUPERVISION,3,15000.0,2,0.0,0.0,1.0
2023-04-13,PASS,3,300.0,1,1.0,100.0,0.0
2023-04-13,SIM,4,4000.0,0,0.0,0.0,0.0
2023-04-13,SUPERVISION,3,15000.0,1,0.0,0.0,-1.0
2023-04-14,PASS,2,200.0,1,-1.0,-100.0,0.0
2023-04-14,SIM,4,4000.0,0,0.0,0.0,0.0
2023-04-14,SUPERVISION,4,20000.0,1,1.0,5000.0,0.0
2023-04-15,PASS,1,100.0,0,-1.0,-100.0,-1.0
2023-04-15,SIM,5,5000.0,0,1.0,1000.0,0.0
2023-04-15,SUPERVISION,3,15000.0,3,-1.0,-5000.0,2.0
2023-04-16,PASS,1,100.0,1,0.0,0.0,1.0
2023-04-16,SIM,5,5000.0,1,0.0,0.0,1.0
2023-04-16,SUPERVISION,3,15000.0,1,0.0,0.0,-2.0
2023-04-17,PASS,2,200.0,0,1.0,100.0,-1.0
2023-04-17,SIM,4,4000.0,0,-1.0,-1000.0,-1.0
2023-04-17,SUPERVISION,5,25000.0,1,2.0,10000.0,0.0
2023-04-18,PASS,1,100.0,0,-1.0,-100.0,0.0
2023-04-18,SIM,4,4000.0,0,0.0,0.0,0.0
2023-04-18,SUPERVISION,4,20000.0,3,-1.0,-5000.0,2.0
2023-04-19,PASS,2,200.0,0,1.0,100.0,0.0
2023-04-19,SIM,4,4000.0,0,0.0,0.0,0.0
2023-04-19,SUPERVISION,6,30000.0,0,2.0,10000.0,-3.0
2023-04-20,PASS,4,400.0,0,2.0,200.0,0.0
2023-04-20,SIM,4,4000.0,0,0.0,0.0,0.0
2023-04-20,SUPERVISION,4,20000.0,0,-2.0,-10000.0,0.0
2023-04-21,PASS,1,100.0,0,-3.0,-300.0,0.0
2023-04-21,SIM,4,4000.0,0,0.0,0.0,0.0
2023-04-21,SUPERVISION,6,30000.0,1,2.0,10000.0,1.0
2023-04-22,PASS,1,100.0,0,0.0,0.0,0.0
2023-04-22,SIM,3,3000.0,1,-1.0,-1000.0,1.0
2023-04-22,SUPERVISION,5,25000.0,2,-1.0,-5000.0,1.0
2023-04-23,PASS,1,100.0,0,0.0,0.0,0.0
2023-04-23,SIM,3,3000.0,0,0.0,0.0,-1.0
2023-04-23,SUPERVISION,5,25000.0,3,0.0,0.0,1.0
2023-04-24,PASS,1,100.0,0,0.0,0.0,0.0
2023-04-24,SIM,3,3000.0,1,0.0,0.0,1.0
2023-04-24,SUPERVISION,4,20000.0,3,-1.0,-5000.0,0.0
2023-04-25,PASS,1,100.0,0,0.0,0.0,0.0
2023-04-25,SIM,3,3000.0,0,0.0,0.0,-1.0
2023-04-25,SUPERVISION,5,25000.0,3,1.0,5000.0,0.0
2023-04-26,PASS,3,300.0,1,2.0,200.0,1.0
2023-04-26,SIM,3,3000.0,0,0.0,0.0,0.0
2023-04-26,SUPERVISION,3,15000.0,2,-2.0,-10000.0,-1.0
2023-04-27,PASS,4,400.0,0,1.0,100.0,-1.0
2023-04-27,SIM,4,4000.0,0,1.0,1000.0,0.0
2023-04-27,SUPERVISION,3,15000.0,2,0.0,0.0,0.0
2023-04-28,PASS,2,200.0,0,-2.0,-200.0,0.0
2023-04-28,SIM,5,5000.0,1,1.0,1000.0,1.0
2023-04-28,SUPERVISION,3,15000.0,2,0.0,0.0,0.0
2023-04-29,PASS,2,200.0,0,0.0,0.0,0.0
2023-04-29,SIM,5,5000.0,0,0.0,0.0,-1.0
2023-04-29,SUPERVISION,3,15000.0,3,0.0,0.0,1.0
2023-04-30,PASS,3,300.0,0,1.0,100.0,0.0
2023-04-30,SIM,4,4000.0,2,-1.0,-1000.0,2.0
2023-04-30,SUPERVISION,4,20000.0,0,1.0,5000.0,-3.0
2023-05-01,PASS,2,200.0,0,-1.0,-100.0,0.0
2023-05-01,SIM,4,4000.0,2,0.0,0.0,0.0
2023-05-01,SUPERVISION,4,20000.0,1,0.0,0.0,1.0
2023-05-02,PASS,2,200.0,1,0.0,0.0,1.0
2023-05-02,SIM,4,4000.0,1,0.0,0.0,-1.0
2023-05-02,SUPERVISION,3,15000.0,2,-1.0,-5000.0,1.0
2023-05-03,PASS,2,200.0,2,0.0,0.0,1.0
2023-05-03,SIM,4,4000.0,0,0.0,0.0,-1.0
2023-05-03,SUPERVISION,3,15000.0,2,0.0,0.0,0.0
2023-05-04,PASS,2,200.0,0,0.0,0.0,-2.0
2023-05-04,SIM,4,4000.0,0,0.0,0.0,0.0
2023-05-04,SUPERVISION,5,25000.0,2,2.0,10000.0,0.0
2023-05-05,PASS,2,200.0,1,0.0,0.0,1.0
2023-05-05,SIM,4,4000.0,0,0.0,0.0,0.0
2023-05-05,SUPERVISION,5,25000.0,1,0.0,0.0,-1.0
2023-05-06,PASS,2,200.0,1,0.0,0.0,0.0
2023-05-06,SIM,6,6000.0,0,2.0,2000.0,0.0
2023-05-06,SUPERVISION,3,15000.0,1,-2.0,-10000.0,0.0
2023-05-07,PASS,2,200.0,1,0.0,0.0,0.0
2023-05-07,SIM,4,4000.0,0,-2.0,-2000.0,0.0
2023-05-07,SUPERVISION,5,25000.0,1,2.0,10000.0,0.0
2023-05-08,PASS,2,200.0,1,0.0,0.0,0.0
2023-05-08,SIM,5,5000.0,0,1.0,1000.0,0.0
2023-05-08,SUPERVISION,3,15000.0,2,-2.0,-10000.0,1.0
2023-05-09,PASS,2,200.0,1,0.0,0.0,0.0
2023-05-09,SIM,6,6000.0,0,1.0,1000.0,0.0
2023-05-09,SUPERVISION,3,15000.0,1,0.0,0.0,-1.0
2023-05-10,PASS,2,200.0,1,0.0,0.0,0.0
2023-05-10,SIM,4,4000.0,0,-2.0,-2000.0,0.0
2023-05-10,SUPERVISION,4,20000.0,2,1.0,5000.0,1.0
2023-05-11,PASS,2,200.0,1,0.0,0.0,0.0
2023-05-11,SIM,6,6000.0,0,2.0,2000.0,0.0
2023-05-11,SUPERVISION,3,15000.0,1,-1.0,-5000.0,-1.0
2023-05-12,PASS,2,200.0,2,0.0,0.0,1.0
2023-05-12,SIM,5,5000.0,0,-1.0,-1000.0,0.0
2023-05-12,SUPERVISION,2,10000.0,2,-1.0,-5000.0,1.0
2023-05-13,PASS,1,100.0,2,-1.0,-100.0,0.0
2023-05-13,SIM,4,4000.0,1,-1.0,-1000.0,1.0
2023-05-13,SUPERVISION,3,15000.0,2,1.0,5000.0,0.0
2023-05-14,PASS,2,200.0,1,1.0,100.0,-1.0
2023-05-14,SIM,4,4000.0,2,0.0,0.0,1.0
2023-05-14,SUPERVISION,3,15000.0,1,0.0,0.0,-1.0
2023-05-15,PASS,3,300.0,1,1.0,100.0,0.0
2023-05-15,SIM,4,4000.0,1,0.0,0.0,-1.0
2023-05-15,SUPERVISION,3,15000.0,1,0.0,0.0,0.0
2023-05-16,PASS,2,200.0,0,-1.0,-100.0,-1.0
2023-05-16,SIM,4,4000.0,2,0.0,0.0,1.0
2023-05-16,SUPERVISION,3,15000.0,2,0.0,0.0,1.0
2023-05-17,PASS,1,100.0,0,-1.0,-100.0,0.0
2023-05-17,SIM,5,5000.0,2,1.0,1000.0,0.0
2023-05-17,SUPERVISION,5,25000.0,1,2.0,10000.0,-1.0
2023-05-18,PASS,1,100.0,0,0.0,0.0,0.0
2023-05-18,SIM,5,5000.0,2,0.0,0.0,0.0
2023-05-18,SUPERVISION,4,20000.0,2,-1.0,-5000.0,1.0
2023-05-19,PASS,1,100.0,0,0.0,0.0,0.0
2023-05-19,SIM,5,5000.0,3,0.0,0.0,1.0
2023-05-19,SUPERVISION,4,20000.0,1,0.0,0.0,-1.0
2023-05-20,PASS,1,100.0,0,0.0,0.0,0.0
2023-05-20,SIM,5,5000.0,2,0.0,0.0,-1.0
2023-05-20,SUPERVISION,4,20000.0,2,0.0,0.0,1.0
2023-05-21,PASS,1,100.0,0,0.0,0.0,0.0
2023-05-21,SIM,5,5000.0,1,0.0,0.0,-1.0
2023-05-21,SUPERVISION,4,20000.0,3,0.0,0.0,1.0
2023-05-22,PASS,1,100.0,0,0.0,0.0,0.0
2023-05-22,SIM,5,5000.0,1,0.0,0.0,0.0
2023-05-22,SUPERVISION,4,20000.0,3,0.0,0.0,0.0
2023-05-23,PASS,0,0,0,-1.0,-100.0,0.0
2023-05-23,SIM,6,6000.0,2,1.0,1000.0,1.0
2023-05-23,SUPERVISION,4,20000.0,2,0.0,0.0,-1.0
2023-05-24,PASS,0,0.0,2,0.0,0.0,2.0
2023-05-24,SIM,6,6000.0,1,0.0,0.0,-1.0
2023-05-24,SUPERVISION,4,20000.0,1,0.0,0.0,-1.0
2023-05-25,PASS,0,0.0,1,0.0,0.0,-1.0
2023-05-25,SIM,6,6000.0,0,0.0,0.0,-1.0
2023-05-25,SUPERVISION,5,25000.0,2,1.0,5000.0,1.0
2023-05-26,PASS,0,0.0,1,0.0,0.0,0.0
2023-05-26,SIM,6,6000.0,0,0.0,0.0,0.0
2023-05-26,SUPERVISION,4,20000.0,3,-1.0,-5000.0,1.0
2023-05-27,PASS,0,0.0,1,0.0,0.0,0.0
2023-05-27,SIM,7,7000.0,0,1.0,1000.0,0.0
2023-05-27,SUPERVISION,4,20000.0,2,0.0,0.0,-1.0
2023-05-28,PASS,0,0,0,0.0,0.0,-1.0
2023-05-28,SIM,7,7000.0,0,0.0,0.0,0.0
2023-05-28,SUPERVISION,4,20000.0,3,0.0,0.0,1.0
